,Stage Name ,Full Name ,Korean Name ,K. Stage Name,Date of Birth ,Group ,Country ,Height ,Weight,Birthplace ,Gender ,Instagram
624,Jinhong,Kim Jinhong,김진홍,진홍,1/2/1998,24K,South Korea,180,53,Seoul,M,
625,Hongseob,Shim Hongseob,심홍섭,홍섭,1/8/1998,24K,South Korea,177,58,,M,
626,Onejunn,Jo Wonjun,조원준,원준,11/22/1988,Boys Republic,South Korea,179,61,Changwon,M,
627,Sunwoo,Choi Sunwoo,최선우,선우,3/12/1992,Boys Republic,South Korea,183,65,Seoul,M,
628,Sungjun,Park Sungjun,박성준,성준,12/17/1992,Boys Republic,South Korea,175,55,Ansan,M,
629,Minsu,Park Minsu,김민수,민수,4/15/1993,Boys Republic,South Korea,172,55,Gwangju,M,
630,Suwoong,Lee Suwoong,이수웅,수웅,1/20/1995,Boys Republic,South Korea,174,56,,M,
631,JB,Im Jaebum,임재범,제이비,1/6/1994,GOT7,South Korea,179,63,Goyang,M,
632,Mark,Mark Yien Tuan,마크 이엔 투안,마크,9/4/1993,GOT7,USA,175,59,Los Angeles,M,
633,Jackson,Jackson Wang,잭슨 왕,잭슨,3/28/1994,GOT7,Hong Kong,174,63,Hong Kong,M,
634,Jinyoung,Park Jinyoung,박진영,진영,9/22/1994,GOT7,South Korea,178,63,Changwon,M,
635,Youngjae,Choi Youngjae,최영재,영재,9/17/1996,GOT7,South Korea,175,59,Mokpo,M,
636,BamBam,Kunpimook Bhuwakul,꾼삐묵 부와꾼,뱀뱀,5/2/1997,GOT7,Thailand,170,52,Bangkok,M,
637,Yugyeom,Kim Yugyeom,김유겸,유겸,11/17/1997,GOT7,South Korea,180,64,Namyangju,M,
638,Aron,Kwak Youngmin,곽영민,아론,5/21/1993,NU'EST,South Korea,0,0,California,M,
639,JR,Kim Jonghyun,김종현,제이알,6/8/1995,NU'EST,South Korea,0,0,Gangwon,M,
640,Baekho,Kang Dongho,강동호,백호,7/21/1995,NU'EST,South Korea,0,0,Jeju,M,
641,Minhyun,Hwang Minhyun,황민현,민현,8/9/1995,NU'EST,South Korea,0,0,Busan,M,
642,Ren,Choi Minki,최민기,렌,11/3/1995,NU'EST,South Korea,0,0,Busan,M,
643,Junhyuk,Choi Junhyuk,최준혁,준혁,4/21/1992,HOTSHOT,South Korea,0,0,Ulsan,M,
644,Timoteo,Kim Moongyu,김문규,티모테오,1/25/1993,HOTSHOT,South Korea,0,0,,M,
645,Taehyun,Noh Taehyun,노태현,태현,10/15/1993,HOTSHOT,South Korea,0,0,Seoul,M,
646,Sungwoon,Ha Sungwoon,하성운,성운,3/22/1994,Wanna One,South Korea,0,0,Goyang,M,
647,Yoonsan,Yoon Sanghyuk,윤상혁,윤산,8/22/1994,HOTSHOT,South Korea,0,0,,M,
648,Hojung,Go Hojung,고호정,호정,10/20/1994,HOTSHOT,South Korea,0,0,,M,
649,Jisung,Yoon Jisung,윤지성,지성,3/8/1991,Wanna One,South Korea,0,0,Wonju,M,
650,Seongwu,Ong Seunwu,옹성우,성우,8/25/1995,Wanna One,South Korea,0,0,Incheon,M,
651,Jaehwan,Kim Jaehwan,김재환,재환,5/27/1996,Wanna One,South Korea,0,0,Seoul,M,
652,Daniel,Kang Daniel,강다니엘,다니엘,12/10/1996,Wanna One,South Korea,0,0,Busan,M,
653,Jihoon,Park Jihoon,박지훈,지훈,5/29/1999,Wanna One,South Korea,0,0,Masan,M,
654,Woojin,Park Woojin,박우진,우진,11/2/1999,AB6IX,South Korea,0,0,Busan,M,
655,Jinyoung,Bae Jinyoung,배진영,진영,5/10/2000,CIX,South Korea,0,0,Seoul,M,
656,Daehwi,Lee Daehwi,이대휘,대휘,1/29/2001,AB6IX,South Korea,0,0,Seoul,M,
657,Lai Kuanlin,Lai Kuanlin,라이관린,라이관린,9/23/2001,Wanna One,Taiwan,0,0,New Taipei,M,
662,Hyojin,Kim Hyojin,김효진,효진,4/22/1994,ONF,South Korea,0,0,Seoul,M,
663,E-tion,Lee Changyoon,이창윤,이션,12/24/1994,ONF,South Korea,0,0,Jeonju,M,
664,J-Us,Lee Seungjoon,이승준,제이어스,1/13/1995,ONF,South Korea,0,0,Seoul,M,
665,Wyatt,Shim Jaeyoung,심재영,와이엇,1/23/1995,ONF,South Korea,0,0,Seoul,M,
666,MK,Park Minkyun,박민균,엠케이,11/16/1995,ONF,South Korea,0,0,Ilsan,M,
667,U,Mizuguchi Yuto,미즈구치 유토,유,3/16/1999,ONF,Japan,0,0,Osaka,M,
668,Laun,Kim Minseok,김민석,라운,8/12/1999,,South Korea,0,0,Seongsan,M,
669,Donghun,Lee Donghun,이동훈,동훈,5/15/1993,A.C.E,South Korea,0,0,Suncheon,M,
670,Wow,Kim Seyoon,김세윤,와우,2/28/1993,A.C.E,South Korea,0,0,Gyeonggi,M,
671,Jun,Park Junhee,박준희,준,6/2/1994,A.C.E,South Korea,0,0,Jeolla,M,
672,Jason,Kim Byeongkwan,김병관,제이슨,8/13/1996,A.C.E,South Korea,0,0,Seoul,M,
673,Chan,Kang Yoochan,강유찬,찬,12/31/1997,A.C.E,South Korea,0,0,Jeju,M,
680,Hweseung,Yoo Hweseung,유회승,회승,2/28/1995,N.Flying,South Korea,0,0,,M,
704,Daeyeol,Lee Daeyeol,이대열,대열,2/11/1993,Golden Child,South Korea,0,0,Yongin,M,
705,Y,Choi Sungyoon,최성윤,와이,7/31/1995,Golden Child,South Korea,0,0,,M,
706,Jaeseok,Park Jaeseok,박재석,재석,11/20/1995,,South Korea,0,0,,M,
707,Jangjun,Lee Jangjun,이장준,장준,3/3/1997,Golden Child,South Korea,0,0,,M,
708,TAG,Son Youngtaek,손영택,태그,4/13/1998,Golden Child,South Korea,0,0,,M,
709,Seungmin,Bae Seungmin,배승민,승민,10/13/1998,Golden Child,South Korea,0,0,,M,
710,Jaehyun,Bong Jaehyun,봉재현,재현,1/4/1999,Golden Child,South Korea,0,0,,M,
711,Jibeom,Kim Jibeom,김지범,지범,2/3/1999,Golden Child,South Korea,0,0,,M,
712,Donghyun,Kim Donghyun,김동현,동현,2/23/1999,Golden Child,South Korea,0,0,,M,
713,Joochan,Hong Joochan,홍주찬,주찬,7/31/1999,Golden Child,South Korea,0,0,,M,
714,Bomin,Choi Bomin,최보민,보민,8/24/2000,Golden Child,South Korea,0,0,,M,
715,Jinhoo,Kim Jinwook,김진욱,진후,8/2/1995,UP10TION,South Korea,0,0,Changwon,M,
716,Kuhn,Noh Sooil,노수일,쿤,11/11/1995,UP10TION,South Korea,0,0,Ansan,M,
717,Kongyeol,Go Minsoo,고민수,고결,5/19/1996,UP10TION,South Korea,0,0,Bucheon,M,
718,Wei,Lee Sungjun,이성준,웨이,7/8/1996,UP10TION,South Korea,0,0,Seoul,M,
719,Bitto,Lee Changhyun,이창현,비토,8/24/1996,UP10TION,South Korea,0,0,Dongducheon,M,
720,Wooshin,Kim Wooseok,김우석,우신,10/27/1996,UP10TION,South Korea,0,0,Daejeon,M,
721,Sunyoul,Seon Yein,선예인,선율,11/6/1996,UP10TION,South Korea,0,0,Wando,M,
722,Gyujin,Han Gyujin,한규진,규진,11/21/1997,UP10TION,South Korea,0,0,Icheon,M,
723,Hwanhee,Lee Hwanhee,이환희,환희,5/6/1998,UP10TION,South Korea,0,0,Daejeon,M,
724,Xiao,Lee Dongyeol,이동열,샤오,12/13/1998,UP10TION,South Korea,0,0,Busan,M,
737,Kid,Kim Junhoe,김준회,키드,10/26/1995,VARSITY,South Korea,177,58,,M,
738,Bullet,Jin Junwoo,진준우,블릿,12/2/1995,VARSITY,South Korea,182,65,Seoul,M,
739,Damon,Hu Boohan,후보한,데이먼,7/2/1996,VARSITY,China,181,0,,M,
740,Xiweol,Kang Minseok,강민석,시월,10/21/1996,VARSITY,South Korea,174,0,,M,
741,Xin,Wang Xinwi,왕씬위,씬,11/10/1996,VARSITY,China,185,0,,M,
742,Jaebin,Deung Bin,등빈,재빈,2/13/1997,VARSITY,China,168,0,Hunan,M,
743,Dann,Jung Seungbo,정승보,단,11/1/1997,Kingdom,South Korea,178,0,Ilsan,M,
744,Riho,Jin Seungwook,진승욱,리호,3/1/1998,VARSITY,South Korea,178,59,Incheon,M,
745,Anthony,Anthony Lo,엔써니 루오,엔써니,3/12/1998,VARSITY,China,179,0,,M,
746,Arthur,Jang Yunho,장윤호,아서,4/15/2000,Kingdom,South Korea,176,57,,M,
747,Dawon,Cho Dawon,조다원,다원,5/12/2000,VARSITY,South Korea,183,69,,M,
748,Manny,Syo Dongchun,쇼동청,만니,11/17/2001,VARSITY,China,170,64,,M,
749,Kangmin,Kim Kangmin,김강민,강민,11/13/2001,TRCNG,South Korea,169,0,,M,
750,Hohyeon,Lee Hohyeon,이호현,호현,10/14/2001,TRCNG,South Korea,177,0,,M,
751,Siwoo,Yoo Siwoo,유시우,시우,5/11/2001,TRCNG,South Korea,178,0,,M,
752,Hyunwoo,Kim Hyunwoo,김현우,현우,1/21/2001,TRCNG,South Korea,173,0,,M,
753,Jisung,Kim Jisung,김지성,지성,12/21/2000,TRCNG,South Korea,171,0,,M,
754,Wooyeop,Jo Wooyeop,조우엽,우엽,9/27/2000,TRCNG,South Korea,179,0,,M,
755,Hakmin,Lee Hakmin,이학민,학민,9/20/2000,TRCNG,South Korea,171,0,,M,
756,Taeseon,Yang Taeseon,양태선,태선,9/17/2000,TRCNG,South Korea,182,0,,M,
757,Hayoung,Choi Hayoung,최하영,하영,8/22/2000,TRCNG,South Korea,181,0,,M,
758,Jihun,Kim Jihun,김지훈,지훈,1/9/2000,TRCNG,South Korea,176,0,Daegu,M,
759,Hojoon,Jeon Hojoon,전호준,호준,10/31/1992,Topp Dogg,South Korea,0,0,Gwangju,M,
760,Sangdo,Yoo Sangdo,유상도,상도,3/2/1993,Topp Dogg,South Korea,0,0,Incheon,M,
761,B-Joo,Kim Byungjoo,김병주,비주,1/8/1994,Topp Dogg,South Korea,0,0,Seoul,M,
762,Xero,Shin Jiho,신지호,제로,2/3/1994,Topp Dogg,South Korea,0,0,Gwangji,M,
763,Kim Sanggyun,Kim Sanggyun,김상균,김상균,5/23/1995,JBJ95,South Korea,0,0,Gwangju,M,
764,Yano,Seo Sangwon,서상원,야노,9/27/1995,Topp Dogg,South Korea,0,0,Seoul,M,
765,Kidoh,Jin Hyosang,진효상,키도,12/16/1992,,South Korea,0,0,Seoul,M,
766,Seogoong,Park Hyunho,박현호,서궁,5/1/1992,,South Korea,0,0,Seongnam,M,
767,Gohn,Kim Dongsung,김동성,곤,8/1/1992,,South Korea,0,0,Seoul,M,
768,Jenissi,Kim Taeyang,김태양,제니씨,8/2/1991,,South Korea,0,0,Seoul,M,
769,P-Goon,Park Sehyuk,박세혁,피군,10/18/1991,,South Korea,0,0,Seoul,M,
770,Nakta,Shin Yooncheol,신윤철,낙타,4/24/1993,,South Korea,0,0,Daegu,M,
771,Hansol,Kim Hansol,김한솔,한솔,6/15/1993,,South Korea,0,0,Busan,M,
772,Kenta,Takada Kenta,타카다 켄타,켄타,1/10/1995,JBJ,Japan,0,0,Fujioka,M,
773,Longguo,Jin Longguo,진룽궈,룽궈,3/2/1996,JBJ,China,0,0,Heilong,M,
774,Hyunbin,Kwon Hyunbin,권현빈,현빈,3/4/1997,JBJ,South Korea,0,0,Seoul,M,
775,Donghan,Kim Donghan,김동한,동한,7/3/1998,WEi,South Korea,0,0,Daegu,M,
776,Seonglee,Kim Seonglee,김성리,성리,4/6/1994,,South Korea,173,0,,M,seong_leeee
777,Wontak,Ju Wontak,주원탁,원탁,2/24/1996,,South Korea,178,0,,M,/j_wontagii/
778,Kiwon,Lee Kiwon,이기원,기원,6/27/1996,GIDONGDAE,South Korea,170,0,,M,kiwon_1810
779,Daehyeon,Jang Daehyeon,장대현,대현,2/11/1997,WEi,South Korea,175,0,,M,daehyeon0211
780,Eunki,Hong Eunki,홍은기,은기,9/29/1997,,South Korea,182,0,,M,eun_doitz
781,Hyunmin,Byun Hyunmin,변현민,현민,4/17/1999,,South Korea,170,0,,M,bhm__99
782,Sunghyuk,Seo Sunghyuk,서성혁,성혁,8/26/1999,,South Korea,170,0,,M,sunghyuk_seo
799,Youngmin,Lim Youngmin,임영민,영민,12/25/1995,,South Korea,0,0,Busan,M,
800,Donghyun,Kim Donghyun,김동현,동현,9/17/1998,AB6IX,South Korea,0,0,Daejeon,M,
812,Suhyun,Choi Hyunggeun,최형근,수현,10/1/1992,SNUPER,South Korea,0,0,Bucheon,M,
813,Sangil,Shim Sangil,심상일,상일,5/1/1993,SNUPER,South Korea,0,0,Seoul,M,
814,Taewoong,Yoo Taewoong,유태웅,태웅,5/24/1994,SNUPER,South Korea,0,0,,M,
815,Woosung,Choi Sunghyuk,최성혁,우성,9/24/1994,SNUPER,South Korea,0,0,Seoul,M,
816,Sangho,Jo Sangho,조상호,상호,2/10/1995,SNUPER,South Korea,0,0,Changwon,M,
817,Sebin,Jang Sebin,장세빈,세빈,4/24/1996,SNUPER,South Korea,0,0,Pocheon,M,
823,Seokcheol,Lee Seokchul,이석철,석철,1/11/2000,TheEastLight,South Korea,0,170,,M,d.dj_dinosaur.lee.s.c
824,Eunsung,Lee Eunsung,이은성,은성,9/7/2000,TheEastLight,South Korea,0,0,,M,
825,Seunghyun,Lee Seunghyun,이승현,승현,12/31/2001,TheEastLight,South Korea,0,0,,M,
826,Junwook,Kim Junwook,김준욱,준욱,1/10/2002,TheEastLight,South Korea,0,0,,M,
827,Sakang,Jeon Sakang,정사강,사강,10/26/2002,TheEastLight,South Korea,0,0,,M,
828,Woojin,Lee Woojin,이우진,우진,4/3/2003,TheEastLight,South Korea,0,0,,M,the_greatest_woojin
829,Bin,Kwon Soobin,김수빈,빈,10/28/1993,Hot Blood Youth,South Korea,0,0,,M,
830,Marco,Lee Hyunggeun,이형근,마르코,5/11/1994,Hot Blood Youth,South Korea,0,0,,M,
831,Taro,Choi Wonjin,최원진,타로,11/9/1994,Hot Blood Youth,South Korea,0,0,,M,
832,Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,1/11/1995,Hot Blood Youth,South Korea,0,0,,M,
833,Jisan,Choi Jinsang,최지상,지산,11/3/1999,Hot Blood Youth,South Korea,0,0,,M,
834,Taeeun,Moon Taeeun,문태은,태은,2/9/2000,IM,South Korea,175,0,,M,
835,Giseok,Jun Giseok,정기석,기석,5/2/1997,IM,South Korea,180,0,,M,
836,Hangyul,Lee Hangyul,이한결,한결,12/7/1999,BAE173,South Korea,177,0,,M,
837,Gijung,Kim Gijung,김기중,기중,1/24/2001,IM,South Korea,180,0,,M,
845,Kun,Qian Kun,첸쿤,쿤,1/1/1996,NCT,China,0,0,,M,
846,Jungwoo,Kim Jungwoo,김정우,정우,2/19/1998,NCT,South Korea,0,0,,M,
847,Lucas,Wong Junghei,웡육헤이,루카스,1/25/1999,NCT,Hong Kong,0,0,,M,
848,Sangyeon,Lee Sangyeon,이상연,상연,11/4/1996,The Boyz,South Korea,176,61,,M,
849,Jacob,Bae Joonyoung,배준영,제이콥,5/30/1997,The Boyz,South Korea,175,60,Toronto,M,
850,Younghoon,Kim Younghoon,김영훈,영훈,8/8/1997,The Boyz,South Korea,182,63,,M,
851,Hyunjae,Lee Jaehyun,이재현,현재,9/13/1997,The Boyz,South Korea,180,62,,M,
852,Juyeon,Lee Juyeon,이주연,주연,1/16/1998,The Boyz,South Korea,180,67,,M,
853,Kevin,Moon Hyungseo,문형서,케빈,2/23/1998,The Boyz,Canada,176,66,,M,
854,New,Choi Chanhee,최찬희,뉴,4/26/1998,The Boyz,South Korea,175,51,Jeonju,M,
855,Q,Ji Changmin,지창민,큐,11/5/1998,The Boyz,South Korea,175,56,,M,
856,Juhaknyeon,Ju Haknyeon,주학년,주학년,3/9/1999,The Boyz,South Korea,175,58,Jeju,M,
857,Hwall,Heo Hyunjoon,허현준,활,3/9/2000,,South Korea,178,56,Busan,M,
858,Sunwoo,Kim Sunwoo,김선우,선우,4/12/2000,The Boyz,South Korea,177,64,,M,
859,Eric,Son Youngjae,손영재,에릭,12/22/2000,The Boyz,South Korea,171,56,,M,
860,Bang Chan,Bang Chan,방찬,방찬,10/3/1997,Stray Kids,Australia,0,0,Sydney,M,
861,Woojin,Kim Woojin,김우진,우진,4/8/1997,,South Korea,0,0,Daejeon,M,
862,Lee Know,Lee Minho,이민호,리노,10/25/1998,Stray Kids,South Korea,0,0,Gimpo,M,
863,Changbin,Seo Changbin,서창빈,창빈,8/11/1999,Stray Kids,South Korea,0,0,Yongin,M,
864,Hyunjin,Hwang Hyunjin,황현진,현진,3/20/2000,Stray Kids,South Korea,0,0,Seoul,M,
865,Han,Han Jisung,한지성,한,9/14/2000,Stray Kids,South Korea,0,0,Incheon,M,
866,Felix,Lee Youngbok,이용복,필릭스,9/15/2000,Stray Kids,South Korea,0,0,Sydney,M,
867,Seungmin,Kim Seungmin,김승민,승민,9/22/2000,Stray Kids,South Korea,0,0,Seoul,M,
868,I.N,Yang Jeongin,양정인,아이엔,2/8/2001,Stray Kids,South Korea,0,0,Busan,M,
870,Samuel,Kim Samuel,김사무엘,사무엘,1/17/2002,,South Korea,0,0,Los Angeles,M,
884,Seunghwan,Lee Seunghwan,이승환,승환,12/10/1994,Romeo,South Korea,0,0,,M,
885,Yunsung,Hwang Yunsung,황윤성,윤성,3/19/1996,Romeo,South Korea,0,0,,M,
886,Milo,Kim Minhak,김민학,마일로,8/20/1996,Romeo,South Korea,0,0,,M,
887,Minsung,Kim Minhwi,김민휘,민성,12/24/1996,Romeo,South Korea,0,0,,M,
888,Kyle,Ma Jaekyung,마재경,카일,1/15/1997,Romeo,South Korea,0,0,,M,
889,Hyunkyung,Kim Hyunjong,김현종,현경,9/5/1998,Romeo,South Korea,0,0,,M,
890,Kangmin,Noh Kangmin,노강민,강민,9/5/1999,Romeo,South Korea,0,0,,M,
900,Yonghoon,Jin Yonghoon,진용훈,용훈,8/17/1994,Onewe,South Korea,0,0,,M,
901,Harin,Ju Harin,주하린,주하린,3/29/1998,Onewe,South Korea,0,0,,M,
902,Kanghyun,Kang Hyungu,강현구,강현,11/24/1998,Onewe,South Korea,0,0,,M,
903,Dongmyeong,Son Dongmyeong,곤동명,동명,1/20/2000,Onewe,South Korea,0,0,,M,
904,Cya,Lee Giwook,이기욱,키야,1/24/2000,Onewe,South Korea,0,0,,M,
905,Ravn,Kim Yoongjo,김영조,레이븐,9/2/1995,Oneus,South Korea,0,0,,M,
906,Seoho,Lee Seoho,이서호,서호,6/7/1996,Oneus,South Korea,0,0,,M,
907,Leedo,Kim Geonhak,김건학,이도,7/26/1997,Oneus,South Korea,0,0,,M,
908,Keonhee,Lee Keonhee,김건희,건희,6/27/1998,Oneus,South Korea,0,0,,M,
909,Hwanwoong,Yeo Hwanwoong,여환웅,환웅,8/26/1998,Oneus,South Korea,0,0,,M,
910,Xion,Son Dongju,손동주,시온,1/10/2000,Oneus,South Korea,0,0,,M,
911,Hyunwook,Ji Hyunwook,지현욱,현욱,7/1/1998,D-CRUNCH,South Korea,0,0,,M,
912,Hyunho,Lee Hyunho,이현호,현호,11/4/1998,D-CRUNCH,South Korea,0,0,,M,
913,O.V,Kim Sanchan,김상찬,오뷔,1/3/1999,D-CRUNCH,South Korea,0,0,,M,
914,Hyunoh,Park Hyunoh,백현우,현우,2/12/1999,D-CRUNCH,South Korea,0,0,,M,
915,Hyunwoo,Baek Hyunwoo,박현오,현오,3/19/1999,D-CRUNCH,South Korea,0,0,,M,
916,Minhyuk,Kim Minhyuk,김민혁,민혁,11/6/1999,D-CRUNCH,South Korea,0,0,,M,
917,Chanyoung,Kim Chanyoung,김찬영,찬영,11/20/2000,D-CRUNCH,South Korea,0,0,,M,
918,Jeongseung,Park Jeongseung,박정승,정승,5/20/2002,D-CRUNCH,South Korea,0,0,,M,
919,Dylan,Park Yeonjae,박연재,딜란,7/26/2002,D-CRUNCH,South Korea,0,0,,M,
951,Dongheon,Lee Dongheon,이동헌,동헌,8/4/1995,Verivery,South Korea,0,0,,M,
952,Hoyoung,Bae Hoyoung,배호영,호영,8/10/1998,Verivery,South Korea,0,0,,M,
953,Minchan,Hong Minchan,홍민찬,민찬,9/16/1998,Verivery,South Korea,0,0,,M,
954,Gyehyeon,Jo Gyehyeon,조계현,계현,5/14/1999,Verivery,South Korea,0,0,,M,
955,Yeonho,Ju Yeonho,주연호,연호,5/31/2000,Verivery,South Korea,0,0,,M,
956,Yongseung,Kim Yongseung,김용승,용승,6/17/2000,Verivery,South Korea,0,0,,M,
957,Kangmin,Yoo Kangmin,유강민,강민,1/25/2003,Verivery,South Korea,0,0,,M,
968,U-Know Yunho,Jung Yunho,정윤호,유노윤호,2/6/1986,TVXQ,South Korea,0,0,Gwangju,M,
969,Max Changmin,Shim Changmin,심창민,최강창민,2/18/1988,TVXQ,South Korea,0,0,Seoul,M,
970,Jaejoong,Kim Jaejoong,김재중,재중,1/26/1986,JYJ,South Korea,0,0,Gongju,M,
971,Yoochun,Park Yoochun,박유천,유천,7/4/1986,JYJ,South Korea,0,0,Seoul,M,
972,Xia Junsu,Kim Junsu,김준수,시아 준수,12/15/1986,JYJ,South Korea,0,0,,M,
973,Euijin,Lee Euijin,이의진,의진,2/15/1990,Bigflo,South Korea,0,0,Seoul,M,
974,Sungmin,Oh Sungmin,오성민,성민,12/31/1990,Bigflo,South Korea,0,0,,M,
975,Lex,Jeon Hyungmin,전형민,렉스,1/12/1993,Bigflo,South Korea,0,0,,M,
976,St. Van,Lee Geumhyuk,이금혁,세인트 반,12/22/1991,VAV,South Korea,182,70,,M,
977,Baron,Choi Chunghyeop,최충협,바론,4/19/1992,VAV,South Korea,180,60,,M,
978,Ace,Jang Wooyoung,장우영,에이스,8/28/1992,VAV,South Korea,177,63,,M,
979,Ayno,Noh Yoonho,노윤호,에이노,5/1/1996,VAV,South Korea,183,61,,M,
980,Jacob,Zhang Peng,장펑,제이콥,9/7/1996,VAV,China,184,63,,M,
981,Lou,Kim Hosung,김호성,로우,12/21/1996,VAV,South Korea,187,69,,M,
982,Ziu,Park Heejun,박희준,지우,6/16/1997,VAV,South Korea,185,70,,M,
983,Hongjoong,Kim Hongjoong,김홍중,홍중,11/7/1998,ATEEZ,South Korea,171,0,,M,
984,Seonghwa,Park Seonghwa,박성화,성화,4/3/1998,ATEEZ,South Korea,178,0,Jinju,M,
985,Yunho,Jeong Yunho,정윤호,윤호,3/23/1999,ATEEZ,South Korea,184,0,Gwangju,M,
986,Yeosang,Kang Yeosang,강여상,여상,6/15/1999,ATEEZ,South Korea,173,0,Incheon,M,
987,San,Choi San,최산,산,7/10/1999,ATEEZ,South Korea,173,0,,M,
988,Mingi,Son Mingi,송민기,민기,8/9/1999,ATEEZ,South Korea,183,0,,M,
989,Wooyoung,Jung Wooyoung,정우영,우영,11/26/1999,ATEEZ,South Korea,172,0,,M,
990,Jongho,Choi Jongho,최종호,종호,10/12/2000,ATEEZ,South Korea,176,0,,M,
991,Narachan,Jung Hyunwoo,정현우,나라찬,9/23/1996,MONT,South Korea,178,58,,M,
992,Bitsaeon,Kim Sangyeon,김상연,빛새온,6/4/1995,MONT,South Korea,181,60,,M,
993,Roda,Shin Joongmin,신중민,로다,9/19/1998,MONT,South Korea,179,60,,M,
1004,Soobin,Choi Soobin,최수빈,수빈,12/5/2000,TXT,South Korea,184,65,,M,
1005,Yeonjun,Choi Yeonjun,최연준,연준,9/13/1999,TXT,South Korea,183,63,,M,
1006,Beomgyu,Choi Beomgyu,최범규,범규,3/13/2001,TXT,South Korea,0,0,,M,
1007,Taehyun,Kang Taehyun,강태현,태현,2/5/2002,TXT,South Korea,0,0,,M,
1008,Hueningkai,Kai Kamal Huening,카이 카말 휴닝,휴닝카이,8/14/2002,TXT,USA,0,0,,M,
1009,Yongha,Yoo Yongha,유용하,용하,1/11/1999,WEi,South Korea,177,64,,M,
1010,Louis,Kim Taewoo,김태우,루이,4/23/1999,BLANK2Y,South Korea,172,62,,M,
1011,Seunghwan,Lee Seunghwan,이승환,승환,5/20/2000,1the9,South Korea,178,64,,M,
1012,Yechan,Shin Yechan,신예찬,예찬,5/14/2001,OMEGA X,South Korea,183,64,Seoul,M,
1013,Junseo,Kim Junseo,김준서,준서,11/20/2001,WEi,South Korea,177,64,Ulsan,M,
1014,DY,Jeon Doyum,전도염,도염,2/21/2002,JUST B,South Korea,175,55,Daejeon,M,
1015,Jinsung,Jung Jinsung,정진성,진성,3/30/2002,1the9,South Korea,176,58,Seoul,M,
1016,Taekhyeon,Jung Taekhyeon,정택현,택현,7/28/2003,1the9,South Korea,178,66,Gunpo,M,
1017,Won,Park Sungwon,박성원,성원,12/18/2003,Ciipher,South Korea,177,58,Seoul,M,
1039,Rubin,Lee Haejoon,이해준,루빈,8/16/1995,1TEAM,South Korea,0,0,,M,
1040,BC,Jin Sungho,진성호,비시,7/18/1994,1TEAM,South Korea,0,0,,M,
1041,XEN,Lee Jinwoo,이진우,젠,2/20/1998,OMEGA X,South Korea,0,0,,M,
1042,Jehyun,Moon Jehyun,문제현,제현,4/20/1999,OMEGA X,South Korea,0,0,,M,
1043,Junghoon,Lee Junghoon,이정훈,정훈,7/4/2000,1TEAM,South Korea,0,0,,M,
1044,Seungwoo,Han Seungwoo,한승우,승우,12/24/1994,VICTON,South Korea,0,0,,M,
1045,Seungsik,Kang Seungsik,강승식,승식,4/16/1995,VICTON,South Korea,0,0,,M,
1046,Heo Chan,Heo Chan,허찬,허찬,12/14/1995,,South Korea,0,0,,M,
1047,Sejun,Lim Sejun,임세준,세준,5/4/1996,VICTON,South Korea,0,0,,M,
1048,Hanse,Do Hanse,도한세,한세,9/25/1997,VICTON,South Korea,0,0,,M,
1049,Byungchan,Choi Byungchan,최병찬,병찬,11/12/1997,VICTON,South Korea,0,0,,M,
1050,Subin,Jung Subin,정수빈,수빈,4/5/1999,VICTON,South Korea,0,0,,M,
1051,E.sol,Jeon Jaehyuk,전재혁,이솔,9/17/1992,14U,South Korea,0,0,,M,
1052,Luha,Lee Gyeonghun,이경훈,루하,2/15/1993,14U,South Korea,0,0,,M,
1053,Gohyeon,Go Hyeon,고현,고현,10/1/1994,14U,South Korea,0,0,,M,
1054,B.S,Lee Youngsoo,이영수,비에스,4/14/1995,14U,South Korea,0,0,,M,
1055,Loudi,Won Jihoon,원지훈,로우디,4/13/1996,14U,Indonesia,0,0,,M,
1056,Eunjae,Kwak Eunjae,곽은재,은재,5/2/1996,14U,South Korea,0,0,,M,
1057,Woojoo,Kim Sangyoon,김상윤,우주,9/18/1996,14U,South Korea,0,0,,M,
1058,Dohyuk,Kim Dohyuk,김도혁,도혁,1/16/1998,14U,South Korea,0,0,,M,
1059,Hyunwoong,Kim Hyunwoong,김현웅,현웅,2/8/1998,14U,South Korea,0,0,,M,
1060,Sejin,Lee Sejin,이세진,세진,7/22/1999,14U,South Korea,0,0,,M,
1061,Youngwoong,Cho Youngwoon,조영웅,영웅,5/1/1999,14U,South Korea,0,0,,M,
1062,Rio,Son Gwanghyuk,손광혁,리오,7/16/1999,14U,South Korea,0,0,,M,
1063,Gyeongtae,Kwon Gyeongtae,권경태,경태,7/23/2000,14U,South Korea,0,0,,M,
1064,Gun,Kwak Gun,곽건,건,9/29/2001,14U,South Korea,0,0,,M,
1065,Seungjun,Ji Seungjun,지승준,승준,9/15/1998,Astin,South Korea,0,0,,M,
1066,Jingyu,Lee Jingyu,이진규,진규,4/22/1998,Astin,South Korea,0,0,,M,
1067,Hongil,Yoon Hongil,윤홍일,홍일,1/11/1999,Astin,South Korea,0,0,,M,
1068,Junghun,Jang Junghun,장정훈,정훈,2/27/1999,Astin,South Korea,0,0,,M,
1069,Yeram,Yang Yeram,양예람,예람,3/31/2000,Astin,South Korea,0,0,,M,
