,Stage Name ,Full Name ,Korean Name ,K. Stage Name,Date of Birth ,Group ,Country ,Height ,Weight,Birthplace ,Gender ,Instagram
381,Youngji,Hur Youngji,허영지,영지,8/30/1994,,South Korea,0,0,Goyang,F,
382,Gyuri,Park Gyuri,박규리,규리,5/21/1988,KARA,South Korea,0,0,Seoul,F,
383,Seungyeon,Han Seungyeon,한승연,승연,7/24/1988,KARA,South Korea,0,0,Seoul,F,
384,Hara†,Koo Hara,구하라,하라,1/13/1991,KARA,South Korea,0,0,Gwangju,F,
385,Nicole,Nicole Jung,정니콜,니콜,10/7/1991,,South Korea,0,0,Los Angeles,F,
386,Jiyoung,Kang Jiyoung,강지영,지영,1/18/1994,,South Korea,0,0,Paju,F,
397,Moonhee,Choi Moonhee,최문희,문희,4/15/1997,Bonus Baby,South Korea,167,0,,F,
398,Hayoon,Jung Hayoon,정하윤,하윤,11/21/1998,Bonus Baby,South Korea,163,0,,F,
399,Chaehyun,Kim Chaehyun,김채현,채현,11/29/1999,Bonus Baby,South Korea,163,0,,F,
400,Dayun,Kim Dayun,김다윤,다윤,11/20/2000,Bonus Baby,South Korea,164,0,,F,
401,Gaon,Beom Gaon,범가온,가온,3/9/2001,Bonus Baby,South Korea,163,0,,F,
402,Kongyoo,Kong Yoojin,공유진,공유,5/11/2001,Bonus Baby,South Korea,163,0,,F,
403,Chaekyung,Yoon Chaekyung,윤채경,채경,7/7/1996,APRIL,South Korea,160,45,Incheon,F,
404,Rachel,Sung Nayeon,성나연,레이첼,8/28/2000,APRIL,South Korea,0,0,,F,
405,Sohee,Kim Sohee,소희,김소희,1/20/1995,Nature,South Korea,162,41,Busan,F,
406,Lee Haein,Lee Haein,이해인,이해인,7/4/1992,I.B.I,South Korea,165,49,Changwon,F,
407,Lee Suhyun,Lee Suhyun,이수현,이수현,11/5/1996,I.B.I,South Korea,167,50,Ansan,F,
408,Han Hyeri,Han Hyeri,한혜리,한혜리,8/24/1997,I.B.I,South Korea,159,42,Gwangmyeong,F,soh_eee
409,Hyosung,Jun Hyoseong,전효성,효성,10/13/1989,SECRET,South Korea,0,0,Cheongju,F,secrettimehs
410,Hana,Jung Hana,정하나,하나,2/2/1990,SECRET,South Korea,0,0,Uljeongbu,F,
411,Jieun,Song Jieun,송지은,지은,5/5/1990,SECRET,South Korea,0,0,Seoul,F,secret_jieunssong
412,Sunhwa,Han Sunhwa,한선화,선화,10/6/1990,,South Korea,0,0,Busan,F,shh_daily
413,Heeyu,Choi Heejae,최희재,희유,6/30/1995,MIXX,South Korea,159,0,,F,
414,Mia,Son Hyunmi,손현미,미아,12/31/1997,MIXX,South Korea,174,0,,F,
415,Heejin,Jeon Heejin,전희진,희진,10/19/2000,LOONA,South Korea,0,0,Seongnam,F,
416,Hyunjin,Kim Hyunjin,김현진,현진,11/15/2000,LOONA,South Korea,0,0,Jeonju,F,
417,Haseul,Jo Haseul,조하슬,하슬,8/18/1997,LOONA,South Korea,0,0,Ansan,F,
418,Yeojin,Im Yeojin,임여진,여진,11/11/2002,LOONA,South Korea,0,0,Guro,F,
419,Handong,Han Dong,한동,한동,3/26/1996,Dreamcatcher,China,0,0,Wuhan,F,
420,Gahyeon,Lee Gahyeon,이가현,가현,2/3/1999,Dreamcatcher,South Korea,0,0,Seongnam,F,
421,Nayoung,Im Nayoung,임나영,나영,12/18/1995,Pristin,South Korea,171,51,Chungcheongham,F,
422,Roa,Kim Minkyung,김민경,로아,7/29/1997,Hinapia,South Korea,172,49,,F,
423,Yuha,Kang Kyungwon,강경원,유하,11/5/1997,Hinapia,South Korea,170,50,,F,
424,Eunwoo,Jeong Eunwoo,정은우,은우,7/1/1998,Hinapia,South Korea,167,48,,F,
425,Rena,Kang Yebin,강예빈,레나,10/19/1998,Hinapia,South Korea,162,49,,F,
426,Kyulkyung,Zhou Jieqiong,저우제충,결경,12/16/1998,Pristin,China,167,49,Taizhou,F,
427,Yehana,Kim Yewon,김예원,예하나,2/22/1999,Pristin,South Korea,0,0,Ilsan,F,
428,Sungyeon,Bae Sungyeon,배성연,성연,5/25/1999,Pristin,USA,0,0,California,F,
429,Xiyeon,Park Junghyun,박정현,시연,11/14/2000,Pristin,South Korea,164,51,,F,
430,Kyla,Kyla Massie,카일라 매시,카일라,12/26/2001,Pristin,USA,0,0,California,F,
431,Alice,Song Joohee,송주희,앨리스,3/21/1990,Hello Venus,South Korea,166,47,Wonju,F,jh.song_alice
432,Nara,Kwon Nara,권나라,나라,3/13/1991,Hello Venus,South Korea,172,52,Seongnam,F,hv_nara
433,Lime,Kim Hyerim,김혜림,라임,1/19/1993,Hello Venus,South Korea,169,50,,F,hv_lime
434,Seoyoung,Lee Seoyoung,이서영,서영,6/27/1994,Hello Venus,South Korea,164,50,,F,hv_seo0
435,Yooyoung,Lee Yooyoung,이유영,유영,1/23/1995,Hello Venus,South Korea,170,49,Suwon,F,hv_u0
436,Yeoreum,Ahn Chaeyeon,안채연,여름,6/4/1996,Hello Venus,South Korea,167,48,,F,
437,Eunice,Heo Sooyeon,허수연,유니스,9/2/1991,DIA,South Korea,166,49,Busan,F,
438,Huihyeon,Ki Huihyeon,기희현,희현,6/16/1995,DIA,South Korea,167,46,Namwon,F,
439,Jenny,Lee Soyul,이소율,제니,9/4/1996,,South Korea,165,47,Seoul,F,
440,Yebin,Baek Yebin,백예빈,예빈,7/13/1997,DIA,South Korea,164,43,Chuncheon,F,
441,Eunjin,Ahn Eunjin,안은진,은진,8/31/1997,,South Korea,170,49,Mokpo,F,
442,Chaeyeon,Jung Chaeyeon,정채연,채연,12/1/1997,DIA,South Korea,165,49,Suncheon,F,
443,Eunchae,Kwon Chaewon,권채원,은채,5/26/1999,DIA,South Korea,0,0,,F,
505,Chungha,Kim Chungha,김청하,청하,2/9/1996,,South Korea,0,0,Dallas,F,
506,Sohye,Kim Sohye,김소혜,소혜,7/19/1999,,South Korea,0,0,Seoul,F,
507,Yoojung,Choi Yoojung,최유정,유정,11/12/1999,Weki Meki,South Korea,0,0,Guri,F,
508,Doyeon,Kim Doyeon,김도연,도연,12/4/1999,Weki Meki,South Korea,0,0,Incheon,F,
509,Somi,Jeon Somi,전소미,소미,3/9/2001,,South Korea,0,0,Ontario,F,
522,I,Cha Yoonji,차윤지,아이,12/2/1996,,South Korea,0,0,Busan,F,
551,Johyun,Shin Jiwon,신지원,조현,4/14/1996,Berry Good,South Korea,0,0,,F,
552,Serri,Park Miyeon,박미연,세리,9/16/1990,Dal Shabet,South Korea,0,0,Seoul,F,
553,Ahyoung,Cho Jayoung,조자영,아영,5/26/1991,Dal Shabet,South Korea,0,0,Seoul,F,
554,Woohee,Bae Woohee,배우희,우희,11/21/1991,Dal Shabet,South Korea,0,0,Busan,F,
555,Subin,Park Subin,박수빈,수빈,2/12/1994,Dal Shabet,South Korea,0,0,Gwangju,F,
556,Jiyul,Yang Jungyoon,양정윤,지율,7/30/1991,,South Korea,0,0,Seoul,F,
557,Gaeun,Cho Kaeun,조가은,가은,7/28/1992,,South Korea,0,0,Changwon,F,
558,Viki,Kang Eunhye,강은혜,비키,3/28/1988,,South Korea,0,0,Seoul,F,
559,Haeri,Lee Haeri,이해리,해리,2/14/1985,Davichi,South Korea,0,0,Seoul,F,
560,Minkyung,Kang Minkyung,강민경,민경,8/3/1990,Davichi,South Korea,0,0,Goyang,F,
561,Sulli†,Choi Jinri,최진리,설리,3/29/1994,,South Korea,0,0,Busan,F,
562,Ashley,Ashley Choi,애슐리 최,애슐리,11/9/1991,Ladies' Code,South Korea,0,0,Incheon,F,
563,Sojung,Lee Sojung,이소정,소정,9/3/1993,Ladies' Code,South Korea,0,0,Wonju,F,
564,Zuny,Kim Joomi,김주미,주니,12/8/1994,Ladies' Code,South Korea,0,0,Gwangju,F,
565,Yunji,Lee Yunji,이윤지,윤지,4/4/1992,Playback,South Korea,0,0,,F,
566,Hayoung,Lee Hayoung,이하영,하영,8/3/1993,Playback,South Korea,0,0,,F,
567,Yujin,Seo Yoojin,소유진,유진,6/18/1994,Playback,South Korea,0,0,,F,
568,Woolim,Hwang Woolim,황우림,우림,8/29/1996,Playback,South Korea,0,0,,F,
569,Red,Lee Heejin,이희진,빨강,7/10/1991,Pungdeng-E,South Korea,163,0,Daegu,F,
570,Yellow,Kim Eunbi,김은비,노랑,5/5/1993,Pungdeng-E,South Korea,156,0,Seoul,F,
571,Blue,Jung Gahee,정가희,파랑,1/18/1994,Pungdeng-E,South Korea,161,0,Gwangju,F,
572,Jaekyung,Kim Jaekyung,김재경,재경,12/24/1988,Rainbow,South Korea,168,45,Seoul,F,
573,Woori,Go Woori,고우리,우리,2/22/1988,Rainbow,South Korea,165,44,Jeonju,F,
574,Seungah,Oh Seungah,오승아,승아,9/13/1988,Rainbow,South Korea,167,45,Seoul,F,
575,Noeul,No Eul,노을,노을,5/10/1989,Rainbow,South Korea,164,44,Jeonju,F,
576,Yoonhye,Jung Yoonhye,정윤혜,윤혜,4/14/1990,Rainbow,South Korea,166,47,Daejeon,F,
577,Jisook,Kim Jisook,김지숙,지숙,7/18/1990,Rainbow,South Korea,164,41,Suwon,F,
578,Hyunyoung,Cho Hyunyoung,조현영,현영,8/11/1991,Rainbow,South Korea,160,41,Seoul,F,
584,Vivi,Wong Viian,황가희,비비,12/9/1996,LOONA,Hong Kong,0,0,Hong Kong,F,
585,Minjae,Shin Minjae,신민재,민재,8/13/1991,Tahiti,South Korea,0,0,Busan,F,
586,Miso,Park Miso,박미소,미소,4/4/1991,Tahiti,South Korea,0,0,Gwangju,F,
587,Jerrry,Ahn Sohyun,안소현,제리,8/27/1992,Tahiti,South Korea,0,0,Seoul,F,
588,Jisoo,Shin Jisoo,신지수,지수,2/28/1994,Tahiti,South Korea,0,0,Chuncheon,F,
589,Ari,Kim Sunyoung,김선영,아리,10/23/1994,Tahiti,South Korea,0,0,Daegu,F,
590,Sihyun,Park Sihyun,박시현,시현,11/29/1986,SPICA,South Korea,0,0,,F,
591,Boa,Kim Boah,김보아,보아,1/14/1987,KEEMBO,South Korea,0,0,,F,
592,Narae,Park Narae,박나래,나래,2/23/1988,SPICA,South Korea,0,0,Incheon,F,
593,Jiwon,Yang Jiwon,양지원,지원,4/5/1988,UNI.T,South Korea,0,0,Seoul,F,
594,Bohyung,Kim Bohyung,김보형,보형,3/31/1991,KEEMBO,South Korea,0,0,,F,
595,Gayoung,Kim Gayoung,김가영,가영,12/2/1991,Stellar,South Korea,0,0,Seoul,F,
596,Minhee,Joo Minhee,주민희,민희,1/3/1993,Stellar,South Korea,0,0,Seoul,F,
597,Hyeoeun,Lee Hyoeun,이효은,효은,3/16/1993,Stellar,South Korea,0,0,Seoul,F,
598,Jeonyul,Jeon Yuri,전유리,전율,3/20/1994,Stellar,South Korea,0,0,Seoul,F,
599,Jiyou,Im Changsook,임창숙,지유,6/15/1989,Two X,South Korea,0,0,,F,
600,Eun,Choi Eunmi,최은미,은,5/14/1990,Two X,South Korea,0,0,,F,
601,Surin,Kim Surin,김수린,수린,12/27/1991,Two X,South Korea,0,0,,F,
602,Eunyoung,Joo Eunyoung,주은영,은영,6/12/1992,Two X,South Korea,0,0,,F,
603,Nari,Kim Nari,김나리,나리,10/5/1992,Wassup,South Korea,0,0,,F,
604,Jiae,Kim Jiae,김지애,지애,10/31/1995,Wassup,South Korea,0,0,,F,
605,Sujin,Bang Sujin,방수진,수진,6/26/1996,Wassup,South Korea,0,0,,F,
606,Woojoo,Kim Woojoo,김우주,우주,8/12/1996,Wassup,South Korea,0,0,,F,
607,Jinju,Park Jinju,박진주,진주,4/28/1990,,South Korea,0,0,,F,
608,Dain,Song Jieun,송지은,다인,6/25/1990,,South Korea,0,0,,F,
609,Nada,Yoon Yejin,윤예진,나다,5/24/1991,,South Korea,0,0,,F,
658,Jueun,Lee Jooeun,이주은,주은,7/7/1995,DIA,South Korea,0,0,Suwon,F,
659,Somyi,Ahn Somyi,안솜이,솜이,1/26/2000,DIA,South Korea,0,0,Changwon,F,
660,Daisy,Yoo Jeongahn,유정안,데이지,1/22/1999,,South Korea,0,0,Seoul,F,
661,Taeha,Kim Taeha,김태하,태하,6/3/1998,,South Korea,0,0,Jeonju,F,
674,Suyeon,Ji Suyeon,지수연,수연,4/20/1997,Weki Meki,South Korea,0,0,,F,
675,Elly,Jung Haerim,정해림,엘리,7/20/1998,Weki Meki,South Korea,0,0,,F,
676,Sei,Lee Seojung,이서정,세이,1/7/2000,Weki Meki,South Korea,0,0,,F,
677,Lua,Kim Sookyung,김수경,루아,10/6/2000,Weki Meki,South Korea,0,0,,F,
678,Rina,Kang Soeun,강소은,리나,9/27/2001,Weki Meki,South Korea,0,0,,F,
679,Lucy,Noh Hyojung,노효정,루시,8/31/2002,Weki Meki,South Korea,0,0,Goyang,F,
681,Kim Lip,Kim Jungeun,김정은,김립,2/10/1999,LOONA,South Korea,0,0,,F,
682,JinSoul,Jung Jinsol,정진솔,진솔,6/13/1997,LOONA,South Korea,0,0,,F,
683,Choerry,Choi Yerim,최예림,최리,6/4/2001,LOONA,South Korea,0,0,,F,
684,Do-A,Choi Yuna,최윤아,도아,2/2/1999,ALICE,South Korea,0,0,,F,
685,Yeonje,Yang Yeonje,양연제,혜성,10/15/1999,ALICE,South Korea,0,0,,F,
686,Yukyung,Lee Yukyung,이유경,유경,11/5/1999,ALICE,South Korea,0,0,,F,
687,Sohee,Kim Sohee,김소희,소희,12/31/1999,ALICE,South Korea,0,0,,F,
688,Karin,Min Karin,민가린,가린,1/5/2002,ALICE,South Korea,0,0,,F,
689,Rui,Watanabe Rui,와타나베 루이,루이,10/8/1994,H.U.B,Japan,0,0,,F,
690,Gracie,Kim Gaeun,김가운,그레이시,10/28/1996,H.U.B,South Korea,0,0,,F,i.m_gracie
691,Yuem,Park Subin,박수빈,유음,12/25/1996,H.U.B,South Korea,0,0,,F,
692,Hyosun,Lim Hyosun,임효선,효선,7/10/1998,H.U.B,South Korea,170,54,,F,
693,Keina,Lee Yoona,이유나,케이나,2/12/1999,H.U.B,South Korea,0,0,,F,
694,Hyunseo,Go Hyunseo,고현서,현서,6/17/1999,,South Korea,0,0,,F,
695,Shinyoung,Park Shinyoung,박신영,신영,3/19/2000,G-reyish,South Korea,0,0,,F,
696,Yena,Jeong Yena,정예나,예나,4/10/2000,G-reyish,South Korea,0,0,,F,
697,Yeso,Lee Yeso,이예소,예소,11/13/2001,G-reyish,South Korea,0,0,,F,
698,Haeri,Jung Haeri,정해리,해리,1/14/1997,P.O.P,South Korea,0,0,Seoul,F,
699,Ahyung,Kang Ahyoung,강아형,아형,8/27/1996,P.O.P,South Korea,0,0,Pohang,F,
700,Miso,Park Jihyun,박지현,미소,9/16/1996,P.O.P,South Korea,0,0,Busan,F,
701,Seol,Min Jihye,민지혜,설,1/1/1997,P.O.P,South Korea,0,0,Gunsan,F,
702,Yeonjoo,Song Yeonjoo,정연주,연주,6/26/1997,P.O.P,South Korea,0,0,Ansan,F,
703,Yeonha,Ahn Yeonji,안연지,연하,5/19/2000,P.O.P,South Korea,0,0,Yeondong,F,
725,Heejin,Song Heejin,송희진,희진,8/19/1995,Good Day,South Korea,0,0,Seoul,F,
726,Green,Kim Jiwon,김지원,지니,7/1/1997,RedSquare,South Korea,0,0,Daegu,F,
727,Chaea,Kim Chaeyoung,김채영,체리,7/5/1997,RedSquare,South Korea,0,0,Gunsan,F,
728,Chaesol,Maeng Chaesol,맹채솔,채솔,7/14/1998,Cignature,South Korea,0,0,Yeosu,F,
729,Ari,Hwang Nayoon,황나윤,아리,3/30/1999,RedSquare,South Korea,0,0,Seoul,F,
730,Jeewon,Kim Jiwon,김지원,지원,4/1/1999,Cignature,South Korea,0,0,Busan,F,
731,Yeah,Kim Haeun,김하은,예아,10/9/1999,,South Korea,0,0,Gongju,F,
732,Sunn,Hwang Jiwon,황지원,선,2/7/2000,,South Korea,0,0,Jincheon,F,
733,Bomin,Kim Bomin,김보민,보민,9/24/2001,RedSquare,South Korea,0,0,Gwangju,F,
734,Belle,Jin Hyeonjoo,진현주,벨,11/3/2001,Cignature,South Korea,0,0,Goyang,F,
735,Jiyoung,Ahn Jiyoung,안지영,지영,9/14/1995,Bolbbalgan4,South Korea,0,0,Yeongju,F,
736,Jiyoon,Woo Jiyoon,우지윤,지윤,1/6/1996,Bolbbalgan4,South Korea,0,0,Yeongju,F,
783,Dayeon,Hwang Da Kyeon,황연경,다연,11/17/1995,XUM,South Korea,0,0,,F,sunghyuk_seo
784,Hajeong,Lee Hajeong,이하정,하정,9/23/1997,,South Korea,0,0,,F,sunghyuk_seo
785,Baekah,Kim Sua,김수아,백아,10/24/1999,XUM,South Korea,0,0,,F,sunghyuk_seo
786,Arang,Son Mnjung,손민정,아랑,3/8/2000,,South Korea,0,0,,F,sunghyuk_seo
787,Iaan,Yoo Dongju,유동주,이안,3/22/2002,XUM,South Korea,0,0,,F,sunghyuk_seo
788,Eunjin,Ma Eunjin,마은진,은진,5/23/1997,Playback,South Korea,165,49,Wonju,F,sunghyuk_seo
789,Yves,Ha Sooyoung,하수영,이브,5/24/1997,LOONA,South Korea,0,0,,F,
790,Haeyeon,Lee Taeyeon,이태연,해연,1/11/1994,Gate9,South Korea,161,0,,F,ha2y2on_gnine
791,Yeori,Kim Soyeon,김소연,여리,5/30/1994,Gate9,South Korea,164,0,Seoul,F,yeori_g9
792,Haru,Han Sangsook,한상숙,하루,7/6/1994,Gate9,South Korea,160,0,Bucheon,F,hanharuuu
793,Kady,Gu Dokyoung,구도경,케이디,4/7/1995,Gate9,South Korea,168,0,Busan,F,kady_g9
794,Gaga,Lee Soobin,이수빈,가가,11/10/1994,Gate9,South Korea,164,0,,F,gagag9
795,Juju,Park Juyoung,박주영,쥬쥬,1/3/1996,Gate9,South Korea,168,0,Changwon,F,baby.juju_0
796,Taera,Lee Yujin,이유진,태라,4/12/1994,Gate9,South Korea,161,0,Incheon,F,taera9nine
797,Yoon,Ji Hayoon,지하윤,윤,7/8/1997,Gate9,South Korea,162,0,Busan,F,queenyunista
798,Vivian,Park Sunghee,박성희,비비안,12/8/1998,Gate9,South Korea,0,0,,F,vivian__g9
801,Chuu,Kim Jiwoo,김지우,츄,10/20/1999,LOONA,South Korea,0,0,Cheongju,F,
802,Gowon,Park Chaewon,박채원,고원,11/19/2000,LOONA,South Korea,0,0,,F,
803,Saerom,Lee Saerom,이새롬,새롬,1/7/1997,fromis_9,South Korea,0,0,Gangwon,F,
804,Hayoung,Song Hayoung,송하영,하영,9/29/1997,fromis_9,South Korea,0,0,Gwangju,F,
805,Gyuri,Jang Gyuri,장규리,규리,12/27/1997,,South Korea,0,0,Seoul,F,
806,Jiwon,Park Jiwon,박지원,지원,3/20/1998,fromis_9,South Korea,0,0,Busan,F,
807,Jisun,Roh Jisun,노지선,지선,11/23/1998,fromis_9,South Korea,0,0,Seoul,F,
808,Seoyeon,Lee Seoyeon,이서연,서연,1/22/2000,fromis_9,South Korea,0,0,Seoul,F,
809,Chaeyoung,Lee Chaeyoung,이채영,채영,5/14/2000,fromis_9,South Korea,0,0,Pohang,F,
810,Nakyung,Lee Nakyung,이나경,나경,6/1/2000,fromis_9,South Korea,159,42,Mungyeong,F,
811,Jiheon,Baek Jiheon,백지헌,지헌,4/17/2003,fromis_9,South Korea,0,0,Jeolla,F,
818,Xeheun,Lee Seheun,이세흔,세흔,7/11/1999,Girlkind,South Korea,0,162,,F,
819,Medic Jin,Bae Yujin,배유진,메딕진,8/25/1996,Girlkind,South Korea,0,167,,F,
820,JK,Kim Jikang,김지강,지강,3/17/1998,Girlkind,South Korea,0,161,,F,
821,Sun J,Jeon Heesun,전희선,썬제이,2/13/2001,Girlkind,South Korea,0,165,,F,
822,Ellyn,Bang Sunhee,방선희,엘린,10/19/2002,Girlkind,South Korea,0,170,,F,
838,Haena,Lee Haena,이해나,해나,6/2/1991,Matilda,South Korea,0,165,,F,
839,Dan-a,Park Seungyeon,박승연,단아,6/26/1993,Matilda,South Korea,0,160,,F,
840,Semmi,Oh Heesun,오희선,세미,10/22/1995,Matilda,South Korea,0,165,,F,
841,Saebyeol,Han Saebyeol,한새별,새별,5/23/1996,Matilda,South Korea,0,168,,F,
842,Yua,Mikami Yua,미카미 유아,유아,8/16/1993,Honey Popcorn,Japan,0,0,,F,
843,Miko,Matsuda Miko,마츠다 미코,미코,10/28/1995,Honey Popcorn,Japan,0,0,,F,
844,Moko,Sakura Moko,사쿠라 모코,모코,3/19/1991,Honey Popcorn,Japan,0,0,,F,
869,Olivia Hye,Son Hyeju,손혜주,올리비아 혜,11/13/2001,LOONA,South Korea,0,0,,F,
871,Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,12/20/1998,,Philippines,0,0,Cebu,F,
872,JOO,Jung Minjoo,정민주,주,10/11/1990,,South Korea,0,0,Seoul,F,
873,Miyeon,Jo Miyeon,조미연,미연,1/31/1997,(G)I-DLE,South Korea,0,0,,F,
874,Minnie,Nicha Yontararak,니차 욘타라락,민니,10/23/1997,(G)I-DLE,Thailand,0,0,,F,
875,Soyeon,Jeon Soyeon,전소연,소연,8/26/1998,(G)I-DLE,South Korea,157,42,,F,
876,Soojin,Seo Soojin,서수진,수진,3/9/1998,,South Korea,0,0,,F,
877,Yuqi,Song Yuqi,송우기,우기,9/23/1999,(G)I-DLE,China,162,48,Beijing,F,
878,Shuhua,Yeh Shuhua,예슈화,슈화,1/6/2000,(G)I-DLE,Taiwan,161,45,,F,
879,NC.A,Im Soeun,임소은,앤씨아,10/7/1996,UNI.T,South Korea,0,0,Osan,F,
880,Suji,Lee Suji,이수지,수지,3/20/1998,UNI.T,South Korea,0,0,Busan,F,
881,Yoonjo,Shin Yoonjo,신윤조,윤조,12/14/1992,UNI.T,South Korea,0,0,Seoul,F,
882,May,Jeong Chaeyoung,정채영,메이,7/27/2001,,South Korea,0,0,,F,
883,Terry,Han Dasom,한다솜,테리,2/2/1998,,South Korea,0,0,,F,
891,Minji,Kim Minji,김민지,민지,1/16/2001,Busters,South Korea,0,0,,F,
892,Minjung,Cha Minjung,차민정,민정,7/15/2004,,South Korea,0,0,,F,
893,Jisoo,Jung Jisoo,정지수,지수,11/22/2003,Busters,South Korea,0,0,,F,
894,Chaeyeon,Kim Chaeyeon,김채연,채연,12/4/2004,tripleS,South Korea,0,0,,F,
895,Hyungseo,Myeong Hyeongseo,명형서,형서,6/25/2001,CLASS:y,South Korea,160,44,,F,
896,Eunjin,Moon Eunjin,문은진,은진,11/5/1998,Highteen,South Korea,0,0,,F,
897,Hyejoo,Park Hyunjoo,박현주,혜주,1/12/1999,Highteen,South Korea,0,0,,F,
898,Hyebin,Im Hyebin,임혜빈,혜빈,11/10/1999,Highteen,South Korea,0,0,,F,
899,Sea,Kim Sujeong,김수정,세아,12/5/1999,Highteen,South Korea,0,0,,F,
920,Miya,Miyauchi Haruka,미야우치 하루카,미야,5/26/1993,GWSN,Japan,0,0,,F,
921,Seokyoung,Kim Seokyung,김서경,서경,4/16/1999,GWSN,South Korea,0,0,,F,
922,Seoryoung,Lee Seoryung,이서령,서령,1/26/2000,GWSN,South Korea,0,0,,F,
923,Anne,Lee Seoyoung,이서영,앤,10/17/2000,GWSN,South Korea,0,0,,F,
924,Minju,Kang Minjoo,강민주,민주,3/11/2001,GWSN,South Korea,0,0,,F,
925,Soso,Wang Chingyi,왕징이,소소,3/14/2001,GWSN,Taiwan,0,0,,F,
926,Lena,Kang Rena,강레나,레나,4/17/2002,GWSN,South Korea,0,0,,F,
927,Saebom,Kim Saerok,김새록,새봄,1/30/1997,NATURE,South Korea,0,0,,F,
928,Aurora,Yang Lan,양안,오로라,1/14/1997,NATURE,China,0,0,,F,
929,Lu,Im Hayoung,임하영,루,12/3/1997,NATURE,South Korea,0,0,,F,
930,Chaebin,Choi Yoobin,최유빈,채빈,7/28/1999,NATURE,South Korea,0,0,,F,
931,Gaga,Li Jia Jia,리 지아 지아,가가,9/1/1999,,China,0,0,,F,
932,Haru,Abe Haruno,아베 하루노,하루,2/21/2000,NATURE,Japan,0,0,,F,
933,Uchae,Yu Hyejun,유혜준,유채,5/7/2002,NATURE,South Korea,0,0,,F,
934,Sunshine,Kim Minjung,김민정,선샤인,6/20/2002,NATURE,South Korea,0,0,,F,
935,Jisun,Hwang Jisun,황지선,지선,10/17/1989,S#aFLA,South Korea,165,46,,F,
936,Suhyeon,Kim Seunghyun,김승현,수현,4/19/1988,S#aFLA,South Korea,0,0,,F,
937,Seulgi,Jeong Seulgi,정슬기,슬기,5/12/1990,S#aFLA,South Korea,0,0,,F,
938,Yujin,Jeong Yujin,정유진,유진,10/23/1989,S#aFLA,South Korea,0,0,,F,
939,Eunbi,Kwon Eunbi,권은비,은비,9/27/1995,IZ*ONE,South Korea,0,0,Seoul,F,
940,Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,3/19/1998,LE SSERAFIM,Japan,0,0,Kagoshima,F,
941,Hyewon,Kang Hyewon,강혜원,혜원,7/5/1999,IZ*ONE,South Korea,0,0,Yangsan,F,
942,Yena,Choi Yena,최예나,예나,9/29/1999,IZ*ONE,South Korea,0,0,Seoul,F,
943,Chaeyeon,Lee Chaeyeon,이채연,채연,1/11/2000,IZ*ONE,South Korea,0,0,Yongin,F,
944,Chaewon,Kim Chaewon,김채원,채원,8/1/2000,LE SSERAFIM,South Korea,0,0,Seoul,F,
945,Minjoo,Kim Minjoo,김민주,민주,2/5/2001,IZ*ONE,South Korea,0,0,Seoul,F,
946,Nako,Yabuki Nako,야부키 나코,나코,6/18/2001,IZ*ONE,Japan,0,0,Tokyo,F,
947,Hitomi,Honda Hitomi,혼다 히토미,히토미,10/6/2001,IZ*ONE,Japan,0,0,Toghichi,F,
948,Yuri,Jo Yuri,조유리,유리,10/22/2001,IZ*ONE,South Korea,0,0,Busan,F,
949,Yujin,Ahn Yujin,안유진,유진,9/1/2003,IVE,South Korea,0,0,Cheongju,F,
950,Wonyoung,Jang Wonyoung,장원영,원영,8/31/2004,IVE,South Korea,0,0,Seoul,F,
958,Haeyoon,Park Haeyoon,박해윤,해윤,1/10/1996,Cherry Bullet,South Korea,157,43,,F,
959,Yuju,Choi Yuju,최유주,유주,3/5/1997,Cherry Bullet,South Korea,0,0,,F,
960,Ella,Kim Kyungjoo,김경주,엘라,3/26/1998,Pixy,South Korea,0,0,,F,
961,Bora,Kim Bora,김보라,보라,3/3/1999,Cherry Bullet,South Korea,0,0,,F,
962,Jiwon,Heo Jiwon,허지원,지원,9/4/2000,Cherry Bullet,South Korea,0,0,,F,
963,Kokoro,Kato Kokoro,카토 코코로,코코로,11/1/2000,,Japan,0,0,,F,
964,Remi,Katsuno Rise,카츠노 리세,레미,4/26/2001,Cherry Bullet,Japan,0,0,,F,
965,Chaerin,Park Chaerin,박채린,채린,3/13/2002,Cherry Bullet,South Korea,0,0,,F,
966,May,Hirokawa Mao,히로카와 마오,메이,11/16/2004,Cherry Bullet,Japan,0,0,,F,
967,Lin Lin,Huang Ziting,황자정,린린,7/5/2003,,Taiwan,0,0,,F,
994,Yerim,Jeong Yerim,정예림,예림,3/10/1997,Purplebeck,South Korea,165,44,,F,
995,Yeowool,Ha Yeowool,하여울,여울,4/11/1998,Purplebeck,South Korea,163,46,,F,
996,Layeon,Lee Jimin,이지민,라연,8/13/1998,Purplebeck,South Korea,170,51,,F,
997,Mini,,,민이,6/12/2000,Purplebeck,South Korea,168,47,,F,
998,Seyeon,Park Seyeon,박세연,세연,5/6/2001,Purplebeck,South Korea,167,46,,F,
999,Yeji,Hwang Yeji,황예지,예지,5/26/2000,ITZY,South Korea,0,0,Seoul,F,
1000,Lia,Choi Jisu,최지수,리아,7/21/2000,ITZY,South Korea,0,0,Incheon,F,
